goos: linux
goarch: amd64
pkg: lc23bench
cpu: AMD Ryzen AI 9 HX 370 w/ Radeon 890M           
BenchmarkFlattenSort/k=10/n=100-24         	   21267	     49505 ns/op	   41232 B/op	    1010 allocs/op
BenchmarkDCRecursive/k=100/n=300-24        	    1678	    632014 ns/op	     896 B/op	       1 allocs/op
BenchmarkDCRecursive/k=100/n=300-24        	    1904	    627174 ns/op	     896 B/op	       1 allocs/op
BenchmarkDCRecursive/k=100/n=300-24        	    1890	    629410 ns/op	     896 B/op	       1 allocs/op
BenchmarkDCRecursive/k=100/n=300-24        	    1912	    631648 ns/op	     896 B/op	       1 allocs/op
BenchmarkDCRecursive/k=100/n=300-24        	    1892	    633540 ns/op	     896 B/op	       1 allocs/op
BenchmarkDCRecursive/k=100/n=300-24        	    1908	    648347 ns/op	     896 B/op	       1 allocs/op
BenchmarkDCRecursive/k=100/n=300-24        	    1900	    629371 ns/op	     896 B/op	       1 allocs/op
BenchmarkDCRecursive/k=100/n=300-24        	    1899	    630647 ns/op	     896 B/op	       1 allocs/op
BenchmarkDCRecursive/k=100/n=400-24        	    1441	    841794 ns/op	     896 B/op	       1 allocs/op
BenchmarkDCRecursive/k=100/n=400-24        	    1430	    838327 ns/op	     896 B/op	       1 allocs/op
BenchmarkDCRecursive/k=100/n=400-24        	    1416	    841711 ns/op	     896 B/op	       1 allocs/op
BenchmarkDCRecursive/k=100/n=400-24        	    1440	    834154 ns/op	     896 B/op	       1 allocs/op
BenchmarkDCRecursive/k=100/n=400-24        	    1437	    829319 ns/op	     896 B/op	       1 allocs/op
BenchmarkDCRecursive/k=100/n=400-24        	    1448	    835046 ns/op	     896 B/op	       1 allocs/op
BenchmarkDCRecursive/k=100/n=400-24        	    1425	    829567 ns/op	     896 B/op	       1 allocs/op
BenchmarkDCRecursive/k=100/n=400-24        	    1446	    830805 ns/op	     896 B/op	       1 allocs/op
BenchmarkDCRecursive/k=100/n=400-24        	    1436	    831811 ns/op	     896 B/op	       1 allocs/op
BenchmarkDCRecursive/k=100/n=400-24        	    1446	    833391 ns/op	     896 B/op	       1 allocs/op
BenchmarkDCRecursive/k=100/n=500-24        	    1092	   1105142 ns/op	     896 B/op	       1 allocs/op
BenchmarkDCRecursive/k=100/n=500-24        	    1089	   1100476 ns/op	     896 B/op	       1 allocs/op
BenchmarkDCRecursive/k=100/n=500-24        	    1090	   1130671 ns/op	     896 B/op	       1 allocs/op
BenchmarkDCRecursive/k=100/n=500-24        	    1092	   1107329 ns/op	     896 B/op	       1 allocs/op
BenchmarkDCRecursive/k=100/n=500-24        	    1084	   1111086 ns/op	     896 B/op	       1 allocs/op
BenchmarkDCRecursive/k=100/n=500-24        	    1066	   1110872 ns/op	     896 B/op	       1 allocs/op
BenchmarkDCRecursive/k=100/n=500-24        	    1095	   1096945 ns/op	     896 B/op	       1 allocs/op
BenchmarkDCRecursive/k=100/n=500-24        	    1082	   1108472 ns/op	     896 B/op	       1 allocs/op
BenchmarkDCRecursive/k=100/n=500-24        	    1084	   1111672 ns/op	     896 B/op	       1 allocs/op
BenchmarkDCRecursive/k=100/n=500-24        	    1076	   1112399 ns/op	     896 B/op	       1 allocs/op
BenchmarkDCRecursive/k=1000/n=100-24       	     388	   3075529 ns/op	    8192 B/op	       1 allocs/op
BenchmarkDCRecursive/k=1000/n=100-24       	     368	   3112264 ns/op	    8192 B/op	       1 allocs/op
BenchmarkDCRecursive/k=1000/n=100-24       	     382	   3082126 ns/op	    8192 B/op	       1 allocs/op
BenchmarkDCRecursive/k=1000/n=100-24       	     354	   3162655 ns/op	    8192 B/op	       1 allocs/op
BenchmarkDCRecursive/k=1000/n=100-24       	     382	   3087490 ns/op	    8192 B/op	       1 allocs/op
BenchmarkDCRecursive/k=1000/n=100-24       	     373	   3106625 ns/op	    8192 B/op	       1 allocs/op
BenchmarkDCRecursive/k=1000/n=100-24       	     373	   3128393 ns/op	    8192 B/op	       1 allocs/op
BenchmarkDCRecursive/k=1000/n=100-24       	     388	   3077835 ns/op	    8192 B/op	       1 allocs/op
BenchmarkDCRecursive/k=1000/n=100-24       	     352	   3156028 ns/op	    8192 B/op	       1 allocs/op
BenchmarkDCRecursive/k=1000/n=100-24       	     390	   3096596 ns/op	    8192 B/op	       1 allocs/op
BenchmarkDCRecursive/k=1000/n=200-24       	     188	   6376502 ns/op	    8192 B/op	       1 allocs/op
BenchmarkDCRecursive/k=1000/n=200-24       	     181	   6480592 ns/op	    8192 B/op	       1 allocs/op
BenchmarkDCRecursive/k=1000/n=200-24       	     177	   6634588 ns/op	    8192 B/op	       1 allocs/op
BenchmarkDCRecursive/k=1000/n=200-24       	     181	   6488322 ns/op	    8192 B/op	       1 allocs/op
BenchmarkDCRecursive/k=1000/n=200-24       	     187	   6374188 ns/op	    8192 B/op	       1 allocs/op
BenchmarkDCRecursive/k=1000/n=200-24       	     187	   6369136 ns/op	    8192 B/op	       1 allocs/op
BenchmarkDCRecursive/k=1000/n=200-24       	     181	   6488840 ns/op	    8192 B/op	       1 allocs/op
BenchmarkDCRecursive/k=1000/n=200-24       	     178	   6544911 ns/op	    8192 B/op	       1 allocs/op
BenchmarkDCRecursive/k=1000/n=200-24       	     181	   6479805 ns/op	    8192 B/op	       1 allocs/op
BenchmarkDCRecursive/k=1000/n=200-24       	     183	   6437298 ns/op	    8192 B/op	       1 allocs/op
BenchmarkDCRecursive/k=1000/n=300-24       	     120	   9863484 ns/op	    8192 B/op	       1 allocs/op
BenchmarkDCRecursive/k=1000/n=300-24       	     120	   9827997 ns/op	    8192 B/op	       1 allocs/op
BenchmarkDCRecursive/k=1000/n=300-24       	     120	   9887326 ns/op	    8192 B/op	       1 allocs/op
BenchmarkDCRecursive/k=1000/n=300-24       	     121	   9851689 ns/op	    8192 B/op	       1 allocs/op
BenchmarkDCRecursive/k=1000/n=300-24       	     120	   9831521 ns/op	    8192 B/op	       1 allocs/op
BenchmarkDCRecursive/k=1000/n=300-24       	     112	  10356773 ns/op	    8192 B/op	       1 allocs/op
BenchmarkDCRecursive/k=1000/n=300-24       	     120	   9870451 ns/op	    8192 B/op	       1 allocs/op
BenchmarkDCRecursive/k=1000/n=300-24       	     121	   9805177 ns/op	    8192 B/op	       1 allocs/op
BenchmarkDCRecursive/k=1000/n=300-24       	     121	   9850177 ns/op	    8192 B/op	       1 allocs/op
BenchmarkDCRecursive/k=1000/n=300-24       	     122	   9732366 ns/op	    8192 B/op	       1 allocs/op
BenchmarkDCRecursive/k=1000/n=400-24       	      80	  12903813 ns/op	    8192 B/op	       1 allocs/op
BenchmarkDCRecursive/k=1000/n=400-24       	      92	  12953983 ns/op	    8192 B/op	       1 allocs/op
BenchmarkDCRecursive/k=1000/n=400-24       	      91	  13055439 ns/op	    8192 B/op	       1 allocs/op
BenchmarkDCRecursive/k=1000/n=400-24       	      91	  12957954 ns/op	    8192 B/op	       1 allocs/op
BenchmarkDCRecursive/k=1000/n=400-24       	      87	  13279418 ns/op	    8192 B/op	       1 allocs/op
BenchmarkDCRecursive/k=1000/n=400-24       	      92	  12938430 ns/op	    8192 B/op	       1 allocs/op
BenchmarkDCRecursive/k=1000/n=400-24       	      90	  13105594 ns/op	    8192 B/op	       1 allocs/op
BenchmarkDCRecursive/k=1000/n=400-24       	      88	  13258546 ns/op	    8192 B/op	       1 allocs/op
BenchmarkDCRecursive/k=1000/n=400-24       	      81	  13155598 ns/op	    8192 B/op	       1 allocs/op
BenchmarkDCRecursive/k=1000/n=400-24       	      92	  13001541 ns/op	    8192 B/op	       1 allocs/op
BenchmarkDCRecursive/k=1000/n=500-24       	      58	  19750956 ns/op	    8192 B/op	       1 allocs/op
BenchmarkDCRecursive/k=1000/n=500-24       	      52	  19302525 ns/op	    8192 B/op	       1 allocs/op
BenchmarkDCRecursive/k=1000/n=500-24       	      60	  19396790 ns/op	    8192 B/op	       1 allocs/op
BenchmarkDCRecursive/k=1000/n=500-24       	      61	  19213855 ns/op	    8192 B/op	       1 allocs/op
BenchmarkDCRecursive/k=1000/n=500-24       	      61	  19413325 ns/op	    8192 B/op	       1 allocs/op
BenchmarkDCRecursive/k=1000/n=500-24       	      61	  19206603 ns/op	    8192 B/op	       1 allocs/op
BenchmarkDCRecursive/k=1000/n=500-24       	      60	  19910629 ns/op	    8192 B/op	       1 allocs/op
BenchmarkDCRecursive/k=1000/n=500-24       	      60	  19860688 ns/op	    8192 B/op	       1 allocs/op
BenchmarkDCRecursive/k=1000/n=500-24       	      58	  19323253 ns/op	    8192 B/op	       1 allocs/op
BenchmarkDCRecursive/k=1000/n=500-24       	      61	  21511023 ns/op	    8192 B/op	       1 allocs/op
BenchmarkHeap/k=10/n=100-24                	   37548	     32199 ns/op	     352 B/op	       7 allocs/op
BenchmarkHeap/k=10/n=100-24                	   38779	     31917 ns/op	     352 B/op	       7 allocs/op
BenchmarkHeap/k=10/n=100-24                	   37515	     32024 ns/op	     352 B/op	       7 allocs/op
BenchmarkHeap/k=10/n=100-24                	   37045	     31631 ns/op	     352 B/op	       7 allocs/op
BenchmarkHeap/k=10/n=100-24                	   36927	     32771 ns/op	     352 B/op	       7 allocs/op
BenchmarkHeap/k=10/n=100-24                	   38059	     31614 ns/op	     352 B/op	       7 allocs/op
BenchmarkHeap/k=10/n=100-24                	   36813	     31854 ns/op	     352 B/op	       7 allocs/op
BenchmarkHeap/k=10/n=100-24                	   37586	     31555 ns/op	     352 B/op	       7 allocs/op
BenchmarkHeap/k=10/n=100-24                	   36882	     32525 ns/op	     352 B/op	       7 allocs/op
BenchmarkHeap/k=10/n=100-24                	   36990	     32003 ns/op	     352 B/op	       7 allocs/op
BenchmarkHeap/k=10/n=200-24                	   19113	     63178 ns/op	     352 B/op	       7 allocs/op
BenchmarkHeap/k=10/n=200-24                	   18690	     64068 ns/op	     352 B/op	       7 allocs/op
BenchmarkHeap/k=10/n=200-24                	   19186	     62324 ns/op	     352 B/op	       7 allocs/op
BenchmarkHeap/k=10/n=200-24                	   19106	     62757 ns/op	     352 B/op	       7 allocs/op
BenchmarkHeap/k=10/n=200-24                	   19407	     62477 ns/op	     352 B/op	       7 allocs/op
BenchmarkHeap/k=10/n=200-24                	   19338	     62827 ns/op	     352 B/op	       7 allocs/op
BenchmarkHeap/k=10/n=200-24                	   18794	     63038 ns/op	     352 B/op	       7 allocs/op
BenchmarkHeap/k=10/n=200-24                	   19462	     62000 ns/op	     352 B/op	       7 allocs/op
BenchmarkHeap/k=10/n=200-24                	   19032	     62780 ns/op	     352 B/op	       7 allocs/op
BenchmarkHeap/k=10/n=200-24                	   19164	     62725 ns/op	     352 B/op	       7 allocs/op
BenchmarkHeap/k=10/n=300-24                	   12608	     95414 ns/op	     352 B/op	       7 allocs/op
BenchmarkHeap/k=10/n=300-24                	   12834	     93834 ns/op	     352 B/op	       7 allocs/op
BenchmarkHeap/k=10/n=300-24                	   12516	     95204 ns/op	     352 B/op	       7 allocs/op
BenchmarkHeap/k=10/n=300-24                	   12792	     94153 ns/op	     352 B/op	       7 allocs/op
BenchmarkHeap/k=10/n=300-24                	   12729	     94225 ns/op	     352 B/op	       7 allocs/op
BenchmarkHeap/k=10/n=300-24                	   12448	     95782 ns/op	     352 B/op	       7 allocs/op
BenchmarkHeap/k=10/n=300-24                	   12810	     93976 ns/op	     352 B/op	       7 allocs/op
BenchmarkHeap/k=10/n=300-24                	   12805	     94202 ns/op	     352 B/op	       7 allocs/op
BenchmarkHeap/k=10/n=300-24                	   12813	     93702 ns/op	     352 B/op	       7 allocs/op
BenchmarkHeap/k=10/n=300-24                	   12481	     96230 ns/op	     352 B/op	       7 allocs/op
BenchmarkHeap/k=10/n=400-24                	    9321	    124738 ns/op	     352 B/op	       7 allocs/op
BenchmarkHeap/k=10/n=400-24                	    9586	    124497 ns/op	     352 B/op	       7 allocs/op
BenchmarkHeap/k=10/n=400-24                	    9421	    126908 ns/op	     352 B/op	       7 allocs/op
BenchmarkHeap/k=10/n=400-24                	    9650	    125661 ns/op	     352 B/op	       7 allocs/op
BenchmarkHeap/k=10/n=400-24                	    9388	    123861 ns/op	     352 B/op	       7 allocs/op
BenchmarkHeap/k=10/n=400-24                	    8337	    126584 ns/op	     352 B/op	       7 allocs/op
BenchmarkHeap/k=10/n=400-24                	    9811	    125492 ns/op	     352 B/op	       7 allocs/op
BenchmarkHeap/k=10/n=400-24                	    9660	    125801 ns/op	     352 B/op	       7 allocs/op
BenchmarkHeap/k=10/n=400-24                	    9662	    126817 ns/op	     352 B/op	       7 allocs/op
BenchmarkHeap/k=10/n=400-24                	    9355	    127572 ns/op	     352 B/op	       7 allocs/op
BenchmarkHeap/k=10/n=500-24                	    7335	    162060 ns/op	     352 B/op	       7 allocs/op
BenchmarkHeap/k=10/n=500-24                	    7755	    161289 ns/op	     352 B/op	       7 allocs/op
BenchmarkHeap/k=10/n=500-24                	    7400	    162797 ns/op	     352 B/op	       7 allocs/op
BenchmarkHeap/k=10/n=500-24                	    7206	    163648 ns/op	     352 B/op	       7 allocs/op
BenchmarkHeap/k=10/n=500-24                	    7563	    160599 ns/op	     352 B/op	       7 allocs/op
BenchmarkHeap/k=10/n=500-24                	    7539	    158389 ns/op	     352 B/op	       7 allocs/op
BenchmarkHeap/k=10/n=500-24                	    7682	    157064 ns/op	     352 B/op	       7 allocs/op
BenchmarkHeap/k=10/n=500-24                	    7299	    163304 ns/op	     352 B/op	       7 allocs/op
BenchmarkHeap/k=10/n=500-24                	    7344	    160245 ns/op	     352 B/op	       7 allocs/op
BenchmarkHeap/k=10/n=500-24                	    7250	    156094 ns/op	     352 B/op	       7 allocs/op
BenchmarkHeap/k=100/n=100-24               	    2283	    526236 ns/op	    3088 B/op	      10 allocs/op
BenchmarkHeap/k=100/n=100-24               	    2270	    540030 ns/op	    3088 B/op	      10 allocs/op
BenchmarkHeap/k=100/n=100-24               	    2265	    535229 ns/op	    3088 B/op	      10 allocs/op
BenchmarkHeap/k=100/n=100-24               	    2260	    539759 ns/op	    3088 B/op	      10 allocs/op
BenchmarkHeap/k=100/n=100-24               	    2224	    528839 ns/op	    3088 B/op	      10 allocs/op
BenchmarkHeap/k=100/n=100-24               	    2266	    540116 ns/op	    3088 B/op	      10 allocs/op
BenchmarkHeap/k=100/n=100-24               	    2262	    526781 ns/op	    3088 B/op	      10 allocs/op
BenchmarkHeap/k=100/n=100-24               	    2217	    531731 ns/op	    3088 B/op	      10 allocs/op
BenchmarkHeap/k=100/n=100-24               	    2278	    521862 ns/op	    3088 B/op	      10 allocs/op
BenchmarkHeap/k=100/n=100-24               	    2293	    526823 ns/op	    3088 B/op	      10 allocs/op
BenchmarkHeap/k=100/n=200-24               	    1153	   1047805 ns/op	    3088 B/op	      10 allocs/op
BenchmarkHeap/k=100/n=200-24               	    1147	   1061704 ns/op	    3088 B/op	      10 allocs/op
BenchmarkHeap/k=100/n=200-24               	    1177	   1038775 ns/op	    3088 B/op	      10 allocs/op
BenchmarkHeap/k=100/n=200-24               	    1131	   1060037 ns/op	    3088 B/op	      10 allocs/op
BenchmarkHeap/k=100/n=200-24               	    1166	   1047663 ns/op	    3088 B/op	      10 allocs/op
BenchmarkHeap/k=100/n=200-24               	    1152	   1042028 ns/op	    3088 B/op	      10 allocs/op
BenchmarkHeap/k=100/n=200-24               	    1148	   1048994 ns/op	    3088 B/op	      10 allocs/op
BenchmarkHeap/k=100/n=200-24               	    1138	   1061569 ns/op	    3088 B/op	      10 allocs/op
BenchmarkHeap/k=100/n=200-24               	    1150	   1043708 ns/op	    3088 B/op	      10 allocs/op
BenchmarkHeap/k=100/n=200-24               	    1146	   1054765 ns/op	    3088 B/op	      10 allocs/op
BenchmarkHeap/k=100/n=300-24               	     771	   1579453 ns/op	    3088 B/op	      10 allocs/op
BenchmarkHeap/k=100/n=300-24               	     764	   1572417 ns/op	    3088 B/op	      10 allocs/op
BenchmarkHeap/k=100/n=300-24               	     748	   1586159 ns/op	    3088 B/op	      10 allocs/op
BenchmarkHeap/k=100/n=300-24               	     757	   1591438 ns/op	    3088 B/op	      10 allocs/op
BenchmarkHeap/k=100/n=300-24               	     751	   1585811 ns/op	    3088 B/op	      10 allocs/op
BenchmarkHeap/k=100/n=300-24               	     770	   1567359 ns/op	    3088 B/op	      10 allocs/op
BenchmarkHeap/k=100/n=300-24               	     745	   1599375 ns/op	    3088 B/op	      10 allocs/op
BenchmarkHeap/k=100/n=300-24               	     768	   1567954 ns/op	    3088 B/op	      10 allocs/op
BenchmarkHeap/k=100/n=300-24               	     751	   1573610 ns/op	    3088 B/op	      10 allocs/op
BenchmarkHeap/k=100/n=300-24               	     748	   1580354 ns/op	    3088 B/op	      10 allocs/op
BenchmarkHeap/k=100/n=400-24               	     574	   2088941 ns/op	    3088 B/op	      10 allocs/op
BenchmarkHeap/k=100/n=400-24               	     578	   2108922 ns/op	    3088 B/op	      10 allocs/op
BenchmarkHeap/k=100/n=400-24               	     574	   2102792 ns/op	    3088 B/op	      10 allocs/op
BenchmarkHeap/k=100/n=400-24               	     576	   2090616 ns/op	    3088 B/op	      10 allocs/op
BenchmarkHeap/k=100/n=400-24               	     574	   2116645 ns/op	    3088 B/op	      10 allocs/op
BenchmarkHeap/k=100/n=400-24               	     574	   2086732 ns/op	    3088 B/op	      10 allocs/op
BenchmarkHeap/k=100/n=400-24               	     574	   2099016 ns/op	    3088 B/op	      10 allocs/op
BenchmarkHeap/k=100/n=400-24               	     561	   2143273 ns/op	    3088 B/op	      10 allocs/op
BenchmarkHeap/k=100/n=400-24               	     556	   2152767 ns/op	    3088 B/op	      10 allocs/op
BenchmarkHeap/k=100/n=400-24               	     570	   2112681 ns/op	    3088 B/op	      10 allocs/op
BenchmarkHeap/k=100/n=500-24               	     442	   2745148 ns/op	    3088 B/op	      10 allocs/op
BenchmarkHeap/k=100/n=500-24               	     435	   2779554 ns/op	    3088 B/op	      10 allocs/op
BenchmarkHeap/k=100/n=500-24               	     445	   2680040 ns/op	    3088 B/op	      10 allocs/op
BenchmarkHeap/k=100/n=500-24               	     415	   2752537 ns/op	    3088 B/op	      10 allocs/op
BenchmarkHeap/k=100/n=500-24               	     439	   2714998 ns/op	    3088 B/op	      10 allocs/op
BenchmarkHeap/k=100/n=500-24               	     453	   2662546 ns/op	    3088 B/op	      10 allocs/op
BenchmarkHeap/k=100/n=500-24               	     442	   2720606 ns/op	    3088 B/op	      10 allocs/op
BenchmarkHeap/k=100/n=500-24               	     438	   2732570 ns/op	    3088 B/op	      10 allocs/op
BenchmarkHeap/k=100/n=500-24               	     448	   2686136 ns/op	    3088 B/op	      10 allocs/op
BenchmarkHeap/k=100/n=500-24               	     440	   2706215 ns/op	    3088 B/op	      10 allocs/op
BenchmarkHeap/k=1000/n=100-24              	     140	   8565033 ns/op	   25744 B/op	      13 allocs/op
BenchmarkHeap/k=1000/n=100-24              	     139	   8632406 ns/op	   25744 B/op	      13 allocs/op
BenchmarkHeap/k=1000/n=100-24              	     140	   8656045 ns/op	   25744 B/op	      13 allocs/op
BenchmarkHeap/k=1000/n=100-24              	     140	   8516262 ns/op	   25744 B/op	      13 allocs/op
BenchmarkHeap/k=1000/n=100-24              	     139	   8673629 ns/op	   25744 B/op	      13 allocs/op
BenchmarkHeap/k=1000/n=100-24              	     139	   8588895 ns/op	   25744 B/op	      13 allocs/op
BenchmarkHeap/k=1000/n=100-24              	     140	   8600027 ns/op	   25744 B/op	      13 allocs/op
BenchmarkHeap/k=1000/n=100-24              	     132	   8948040 ns/op	   25744 B/op	      13 allocs/op
BenchmarkHeap/k=1000/n=100-24              	     138	   8725562 ns/op	   25744 B/op	      13 allocs/op
BenchmarkHeap/k=1000/n=100-24              	     138	   8657268 ns/op	   25744 B/op	      13 allocs/op
BenchmarkHeap/k=1000/n=200-24              	      68	  17186603 ns/op	   25744 B/op	      13 allocs/op
BenchmarkHeap/k=1000/n=200-24              	      66	  17642663 ns/op	   25744 B/op	      13 allocs/op
BenchmarkHeap/k=1000/n=200-24              	      67	  17559319 ns/op	   25745 B/op	      13 allocs/op
BenchmarkHeap/k=1000/n=200-24              	      68	  17410317 ns/op	   25744 B/op	      13 allocs/op
BenchmarkHeap/k=1000/n=200-24              	      67	  17524537 ns/op	   25744 B/op	      13 allocs/op
BenchmarkHeap/k=1000/n=200-24              	      66	  17857974 ns/op	   25744 B/op	      13 allocs/op
BenchmarkHeap/k=1000/n=200-24              	      68	  17415473 ns/op	   25744 B/op	      13 allocs/op
BenchmarkHeap/k=1000/n=200-24              	      66	  17772962 ns/op	   25744 B/op	      13 allocs/op
BenchmarkHeap/k=1000/n=200-24              	      67	  17548258 ns/op	   25744 B/op	      13 allocs/op
BenchmarkHeap/k=1000/n=200-24              	      67	  17487757 ns/op	   25744 B/op	      13 allocs/op
BenchmarkHeap/k=1000/n=300-24              	      42	  26107549 ns/op	   25744 B/op	      13 allocs/op
BenchmarkHeap/k=1000/n=300-24              	      45	  26053965 ns/op	   25744 B/op	      13 allocs/op
BenchmarkHeap/k=1000/n=300-24              	      45	  26116585 ns/op	   25744 B/op	      13 allocs/op
BenchmarkHeap/k=1000/n=300-24              	      44	  26643408 ns/op	   25744 B/op	      13 allocs/op
BenchmarkHeap/k=1000/n=300-24              	      44	  25777463 ns/op	   25746 B/op	      13 allocs/op
BenchmarkHeap/k=1000/n=300-24              	      44	  26149708 ns/op	   25744 B/op	      13 allocs/op
BenchmarkHeap/k=1000/n=300-24              	      44	  26495672 ns/op	   25744 B/op	      13 allocs/op
BenchmarkHeap/k=1000/n=300-24              	      43	  26317061 ns/op	   25744 B/op	      13 allocs/op
BenchmarkHeap/k=1000/n=300-24              	      44	  26054677 ns/op	   25744 B/op	      13 allocs/op
BenchmarkHeap/k=1000/n=300-24              	      44	  26594278 ns/op	   25744 B/op	      13 allocs/op
BenchmarkHeap/k=1000/n=400-24              	      31	  36168957 ns/op	   25744 B/op	      13 allocs/op
BenchmarkHeap/k=1000/n=400-24              	      31	  34614547 ns/op	   25744 B/op	      13 allocs/op
BenchmarkHeap/k=1000/n=400-24              	      33	  34896939 ns/op	   25744 B/op	      13 allocs/op
BenchmarkHeap/k=1000/n=400-24              	      33	  35016826 ns/op	   25744 B/op	      13 allocs/op
BenchmarkHeap/k=1000/n=400-24              	      33	  34443076 ns/op	   25744 B/op	      13 allocs/op
BenchmarkHeap/k=1000/n=400-24              	      33	  34816522 ns/op	   25747 B/op	      13 allocs/op
BenchmarkHeap/k=1000/n=400-24              	      33	  34826509 ns/op	   25744 B/op	      13 allocs/op
BenchmarkHeap/k=1000/n=400-24              	      32	  35740753 ns/op	   25744 B/op	      13 allocs/op
BenchmarkHeap/k=1000/n=400-24              	      32	  35520328 ns/op	   25744 B/op	      13 allocs/op
BenchmarkHeap/k=1000/n=400-24              	      31	  37105126 ns/op	   25744 B/op	      13 allocs/op
BenchmarkHeap/k=1000/n=500-24              	      26	  44745960 ns/op	   25744 B/op	      13 allocs/op
BenchmarkHeap/k=1000/n=500-24              	      24	  45243081 ns/op	   25744 B/op	      13 allocs/op
BenchmarkHeap/k=1000/n=500-24              	      26	  45248466 ns/op	   25744 B/op	      13 allocs/op
BenchmarkHeap/k=1000/n=500-24              	      24	  47519712 ns/op	   25744 B/op	      13 allocs/op
BenchmarkHeap/k=1000/n=500-24              	      24	  44838459 ns/op	   25744 B/op	      13 allocs/op
BenchmarkHeap/k=1000/n=500-24              	      25	  46059346 ns/op	   25744 B/op	      13 allocs/op
BenchmarkHeap/k=1000/n=500-24              	      26	  45063288 ns/op	   25744 B/op	      13 allocs/op
BenchmarkHeap/k=1000/n=500-24              	      26	  44412655 ns/op	   25744 B/op	      13 allocs/op
BenchmarkHeap/k=1000/n=500-24              	      26	  45090164 ns/op	   25744 B/op	      13 allocs/op
BenchmarkHeap/k=1000/n=500-24              	      24	  44856793 ns/op	   25744 B/op	      13 allocs/op
PASS
ok  	lc23bench	897.781s
